FGF9	chr13	22245214	22278640
FGFR1	chr8	38268655	38326352
FGFR2	chr10	123237843	123357972
FGFR3	chr4	1795038	1810599
FKBP10	chr17	39968961	39979469
FLNA	chrX	153576898	153603006
FLNB	chr3	57994126	58157982
FREM1	chr9	14734663	14910993
GDF3	chr12	7842379	7848371
GDF5	chr20	34021144	34042568
GDF6	chr8	97154560	97173034
GJA1	chr6	121756791	121770873
GLI3	chr7	42000547	42276808
GNA11	chr19	3094359	3123996
GNPAT	chr1	231376918	231413719
GORAB	chr1	170501262	170522974
GPC6	chr13	93879059	95060273
GSC	chr14	95234559	95236499
HOXA11	chr7	27220775	27224835
HOXD13	chr2	176957448	176960672
HPGD	chr4	175411325	175444049
HSPG2	chr1	22148724	22263803
IFITM5	chr11	298200	299526
IFT122	chr3	129158878	129239350
IFT140	chr16	1560427	1662073
IFT172	chr2	27667243	27712610
IFT43	chr14	76452095	76550416
IFT80	chr3	159974773	160117320
IHH	chr2	219919145	219925643
IL11RA	chr9	34652181	34661898
IMPAD1	chr8	57870489	57906426
INPPL1	chr11	71935810	71950188
KIF22	chr16	29802033	29816706
LARP7	chr4	113558119	113578748
LBR	chr1	225589203	225616557
LEMD3	chr12	65563350	65642141
LIFR	chr5	38474769	38595507
LMBR1	chr7	156461705	156685902
LMX1B	chr9	129376721	129463311
LRP4	chr11	46878267	46940101
LRP5	chr11	68080058	68216743
MATN3	chr2	20191812	20212429
MEGF8	chr19	42829760	42882921
MEOX1	chr17	41717757	41739290
MGP	chr12	15033797	15038996
MMP13	chr11	102813723	102826461
MMP9	chr20	44637546	44645200
MSX2	chr5	174151574	174157902
MTAP	chr9	21802634	21867080
NEK1	chr4	170314420	170533778
NIN	chr14	51186480	51297839
NKX3-2	chr4	13542453	13546114
NOG	chr17	54671059	54672951
NPR2	chr9	35792405	35809728
NSDHL	chrX	151999510	152038273
OBSL1	chr2	220415449	220436268
OFD1	chrX	13752831	13787476
ORC1	chr1	52838500	52870143
ORC4	chr2	148687965	148779173
ORC6	chr16	46723557	46732306
OSTM1	chr6	108362612	108395945
P3H1	chr1	43212005	43232755
PAPSS2	chr10	89419475	89507462
PCNT	chr21	47744069	47865682
PCYT1A	chr3	195961238	196014623
PDE4D	chr5	58264866	59792113
PEX7	chr6	137143729	137235072
PHEX	chrX	22050442	22269427
PLEKHM1	chr17	128327	43568146
PLOD2	chr3	145787227	145879282
PLS3	chrX	114795176	114885179
POC1A	chr3	52109248	52188706
POP1	chr8	99129520	99172069
POR	chr7	75544472	75616173
PPIB	chr15	64448013	64455354
PRKAR1A	chr17	66409763	66547457
PTDSS1	chr8	97274113	97346779
PTH1R	chr3	46919210	46945289
PTHLH	chr12	28111016	28124916
PYCR1	chr17	79890261	79895204
RAB23	chr6	57051790	57087112
RAB33B	chr4	140374960	140397069
RBBP8	chr18	20513290	20606449
RECQL4	chr8	145736666	145743210
RMRP	chr9	35657747	35658015
RNU4ATAC	chr2	122288455	122288585
ROR2	chr9	94484882	94712510
RUNX2	chr6	45296053	45518819
SALL1	chr16	51169885	51185183
SALL4	chr20	50398869	50419062
SBDS	chr7	66452666	66460573
SERPINF1	chr17	1665218	1680868
SERPINH1	chr11	75273100	75283849
SF3B4	chr1	149895208	149899695
SH3PXD2B	chr5	171752186	171881529
SKI	chr1	2159757	2241652
SLC26A2	chr5	149340299	149366963
SLC34A1	chr5	176811431	176825849
SLC34A3	chr9	140125208	140131006
SLC35D1	chr1	67465032	67519831
SLC39A13	chr11	47428826	47438052
SLC9A3R1	chr17	72744766	72765491
SLCO2A1	chr3	133651539	133748920
SMARCAL1	chr2	217277136	217347774
SNX10	chr7	26331497	26413950
SOST	chr17	41831105	41836159
SOX9	chr17	70117160	70122554
SP7	chr12	53720359	53738577
TBCE	chr1	235530674	235615756
TBX15	chr1	119425665	119532179
TBX3	chr12	115108058	115121980
TBX5	chr12	114791734	114846247
TBXAS1	chr7	139478040	139720125
TCF12	chr15	57210287	57583459
TCIRG1	chr11	67806461	67818366
TCTN3	chr10	97423152	97453900
TGFB1	chr19	41836227	41859788
TMEM38B	chr9	108456821	108538910
TNFRSF11A	chr18	59992519	60058518
TNFRSF11B	chr8	119935795	119964124
TNFSF11	chr13	43136871	43182149
TP63	chr3	189314534	189615068
TRAPPC2	chrX	13730360	13752754
TRIP11	chr14	92432334	92506403
TRPS1	chr8	116420723	116681255
TRPV4	chr12	110220891	110271212
TTC21B	chr2	166729871	166810286
TWIST1	chr7	19152670	19157295
VDR	chr12	48235319	48298814
WDR19	chr4	39184023	39287430
WDR34	chr9	131395939	131419129
WDR35	chr2	20110028	20189884
WDR60	chr7	158631935	158738883
WNT1	chr12	49372235	49376396
WNT10B	chr12	49359122	49365518
WNT5A	chr3	55499742	55521670
WNT7A	chr3	13860081	13921618
XYLT1	chr16	17196180	17564738
ZSWIM6	chr5	60628084	60841999
